id,Grievance Title,Detailed Description,Category,Priority Level,Location / Ward No,Department,Status,Date Submitted,Predicted Category,Predicted Priority,Confidence Score,Attachment Name,Internal Notes
SYN-03F11853,"Water Supply Issue at Garden City, Phase 2 - 372","Low pressure water being received at Garden City, Phase 2.",Water Supply,Urgent,"Garden City, Phase 2",Municipal Corporation,In Progress,2025-07-10,Water Supply,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-D456C3E8,"Sanitation Issue at Sector 15, Heritage Colony - 875","Drainage blockage causing water logging in Sector 15, Heritage Colony.",Sanitation,Medium,"Sector 15, Heritage Colony",Health & Family Welfare,New,2025-11-05,Sanitation,Medium,0.9,nan,Assigned to Health & Family Welfare team.
SYN-ED60055B,"Sanitation Issue at Sector 12, Heritage Colony - 382","Illegal dumping of construction waste in Sector 12, Heritage Colony.",Sanitation,Urgent,"Sector 12, Heritage Colony",Health & Family Welfare,In Progress,2025-11-28,Sanitation,Urgent,0.9,nan,Assigned to Health & Family Welfare team.
SYN-0B0C156B,"Street Lighting Issue at Sector 16, Heritage Colony - 155","Dark spots on the road due to non-functional lights in Sector 16, Heritage Colony.",Street Lighting,Medium,"Sector 16, Heritage Colony",Municipal Corporation,New,2025-10-29,Street Lighting,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-E0027392,"Water Supply Issue at Ward 3, Central Zone - 501","No water supply for the last 43 days in Ward 3, Central Zone.",Water Supply,Medium,"Ward 3, Central Zone",Public Works Department (PWD),In Progress,2025-05-31,Water Supply,Medium,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-683A8A6F,"Roads & Infrastructure Issue at Garden City, Phase 2 - 532","Road construction halted for 33 months in Garden City, Phase 2.",Roads & Infrastructure,Low,"Garden City, Phase 2",Public Works Department (PWD),In Progress,2025-09-05,Roads & Infrastructure,Low,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-E875C87D,"Electricity Issue at Ward 7, Central Zone - 841","Frequent power cuts without notice in Ward 7, Central Zone.",Electricity,Urgent,"Ward 7, Central Zone",Electricity Board,Escalated,2025-08-29,Electricity,Urgent,0.9,nan,Assigned to Electricity Board team.
SYN-06C69FEE,"Street Lighting Issue at Ward 6, Central Zone - 403","Dark spots on the road due to non-functional lights in Ward 6, Central Zone.",Street Lighting,High,"Ward 6, Central Zone",Electricity Board,Resolved,2025-05-24,Street Lighting,High,0.9,nan,Assigned to Electricity Board team.
SYN-499256E6,"Waste Management Issue at Ward 6, Central Zone - 218","Biomedical waste found dumped in the residential area of Ward 6, Central Zone.",Waste Management,Medium,"Ward 6, Central Zone",Municipal Corporation,New,2026-01-27,Waste Management,Medium,0.9,evidence_543.jpg,Assigned to Municipal Corporation team.
SYN-FDB146B2,"Street Lighting Issue at Sector 12, Heritage Colony - 587","Dark spots on the road due to non-functional lights in Sector 12, Heritage Colony.",Street Lighting,Medium,"Sector 12, Heritage Colony",Electricity Board,In Progress,2025-09-22,Street Lighting,Medium,0.9,evidence_544.jpg,Assigned to Electricity Board team.
SYN-5E5A440E,"Sanitation Issue at Ward 8, Central Zone - 835","Illegal dumping of construction waste in Ward 8, Central Zone.",Sanitation,Low,"Ward 8, Central Zone",Municipal Corporation,Resolved,2025-12-13,Sanitation,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-3C952A73,"Electricity Issue at Ward 10, Central Zone - 726","Electricity bill incorrectly calculated for Ward 10, Central Zone.",Electricity,Urgent,"Ward 10, Central Zone",Urban Development Authority,Resolved,2025-04-05,Electricity,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-EA6AC96E,"Waste Management Issue at Ward 8, Central Zone - 272","Garbage collection truck hasn't visited Ward 8, Central Zone for a week.",Waste Management,Low,"Ward 8, Central Zone",Sanitation Department,In Progress,2025-09-15,Waste Management,Low,0.9,nan,Assigned to Sanitation Department team.
SYN-52C305C5,"Electricity Issue at Ward 8, Central Zone - 579","Frequent power cuts without notice in Ward 8, Central Zone.",Electricity,High,"Ward 8, Central Zone",Electricity Board,New,2025-05-05,Electricity,High,0.9,evidence_548.jpg,Assigned to Electricity Board team.
SYN-1913FEBA,"Sanitation Issue at Garden City, Phase 3 - 867","Public toilets in Garden City, Phase 3 are extremely dirty and unusable.",Sanitation,Low,"Garden City, Phase 3",Municipal Corporation,Resolved,2025-07-14,Sanitation,Low,0.9,evidence_549.jpg,Assigned to Municipal Corporation team.
SYN-D80A2186,"Waste Management Issue at Sector 19, Heritage Colony - 818","Biomedical waste found dumped in the residential area of Sector 19, Heritage Colony.",Waste Management,Urgent,"Sector 19, Heritage Colony",Municipal Corporation,Resolved,2026-02-03,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-4BDBA0D3,"Electricity Issue at Sector 15, Heritage Colony - 394","Frequent power cuts without notice in Sector 15, Heritage Colony.",Electricity,Urgent,"Sector 15, Heritage Colony",Urban Development Authority,Escalated,2025-06-25,Electricity,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-904E1659,"Electricity Issue at Ward 1, Central Zone - 844","Frequent power cuts without notice in Ward 1, Central Zone.",Electricity,Medium,"Ward 1, Central Zone",Electricity Board,New,2025-07-18,Electricity,Medium,0.9,evidence_552.jpg,Assigned to Electricity Board team.
SYN-20430E0D,"Waste Management Issue at Ward 2, Central Zone - 313","Open garbage bin overflowing and spreading disease in Ward 2, Central Zone.",Waste Management,High,"Ward 2, Central Zone",Sanitation Department,New,2025-07-01,Waste Management,High,0.9,nan,Assigned to Sanitation Department team.
SYN-A078DE23,"Waste Management Issue at Sector 14, Heritage Colony - 288","Illegal burning of waste in the open area of Sector 14, Heritage Colony.",Waste Management,Urgent,"Sector 14, Heritage Colony",Municipal Corporation,Escalated,2025-08-03,Waste Management,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-0063DFC5,"Street Lighting Issue at Sector 19, Heritage Colony - 133","New street light poles installed but not connected in Sector 19, Heritage Colony.",Street Lighting,Low,"Sector 19, Heritage Colony",Municipal Corporation,In Progress,2025-10-01,Street Lighting,Low,0.9,evidence_555.jpg,Assigned to Municipal Corporation team.
SYN-288B9F69,"Education Issue at Sector 15, Heritage Colony - 104","Shortage of teaching staff for 55 semesters in Sector 15, Heritage Colony.",Education,Medium,"Sector 15, Heritage Colony",Urban Development Authority,In Progress,2025-06-30,Education,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-5E547D43,"Street Lighting Issue at Sector 15, Heritage Colony - 397","Dark spots on the road due to non-functional lights in Sector 15, Heritage Colony.",Street Lighting,High,"Sector 15, Heritage Colony",Municipal Corporation,Escalated,2025-06-02,Street Lighting,High,0.9,evidence_557.jpg,Assigned to Municipal Corporation team.
SYN-1E9F48AB,"Sanitation Issue at Sector 10, Heritage Colony - 649","Drainage blockage causing water logging in Sector 10, Heritage Colony.",Sanitation,High,"Sector 10, Heritage Colony",Municipal Corporation,Resolved,2025-07-29,Sanitation,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-1935E5A9,"Education Issue at Sector 16, Heritage Colony - 276","Shortage of teaching staff for 43 semesters in Sector 16, Heritage Colony.",Education,Urgent,"Sector 16, Heritage Colony",Urban Development Authority,Escalated,2025-11-06,Education,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-DA0E6BE9,"Public Safety Issue at Ward 8, Central Zone - 723","Stray animal menace in the parks of Ward 8, Central Zone.",Public Safety,High,"Ward 8, Central Zone",Police Department,In Progress,2025-05-01,Public Safety,High,0.9,nan,Assigned to Police Department team.
SYN-64E7771C,"Roads & Infrastructure Issue at Sector 10, Heritage Colony - 519","Road construction halted for 12 months in Sector 10, Heritage Colony.",Roads & Infrastructure,Low,"Sector 10, Heritage Colony",Public Works Department (PWD),Resolved,2026-01-27,Roads & Infrastructure,Low,0.9,evidence_561.jpg,Assigned to Public Works Department (PWD) team.
SYN-1AA06DA3,"Electricity Issue at Ward 4, Central Zone - 946","High voltage fluctuations causing damage to appliances in Ward 4, Central Zone.",Electricity,Medium,"Ward 4, Central Zone",Urban Development Authority,New,2025-06-01,Electricity,Medium,0.9,nan,Assigned to Urban Development Authority team.
SYN-CCE7F6E4,"Water Supply Issue at Ward 6, Central Zone - 938","Continuous leakage in the main pipeline near Ward 6, Central Zone.",Water Supply,High,"Ward 6, Central Zone",Municipal Corporation,Escalated,2025-06-26,Water Supply,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-713D0B3E,"Healthcare Issue at Sector 15, Heritage Colony - 369","Long waiting hours and no doctors available in Sector 15, Heritage Colony PHC.",Healthcare,Low,"Sector 15, Heritage Colony",Municipal Corporation,New,2025-10-11,Healthcare,Low,0.9,nan,Assigned to Municipal Corporation team.
SYN-9189E26F,"Education Issue at Sector 15, Heritage Colony - 260","Shortage of teaching staff for 34 semesters in Sector 15, Heritage Colony.",Education,High,"Sector 15, Heritage Colony",Education Department,Escalated,2025-05-20,Education,High,0.9,nan,Assigned to Education Department team.
SYN-A9ADC2DC,"Waste Management Issue at Sector 11, Heritage Colony - 430","Garbage collection truck hasn't visited Sector 11, Heritage Colony for a week.",Waste Management,Medium,"Sector 11, Heritage Colony",Municipal Corporation,Resolved,2025-08-03,Waste Management,Medium,0.9,evidence_566.jpg,Assigned to Municipal Corporation team.
SYN-8D148BB8,"Healthcare Issue at Ward 1, Central Zone - 646","Long waiting hours and no doctors available in Ward 1, Central Zone PHC.",Healthcare,Low,"Ward 1, Central Zone",Municipal Corporation,New,2025-07-11,Healthcare,Low,0.9,evidence_567.jpg,Assigned to Municipal Corporation team.
SYN-CBA118C9,"Sanitation Issue at Garden City, Phase 2 - 202","Sewage overflow reported in the back alley of Garden City, Phase 2.",Sanitation,High,"Garden City, Phase 2",Municipal Corporation,New,2025-11-06,Sanitation,High,0.9,evidence_568.jpg,Assigned to Municipal Corporation team.
SYN-9E14692C,"Drainage Issue at Ward 3, Central Zone - 523","Main drain choked with plastic waste near Ward 3, Central Zone.",Drainage,High,"Ward 3, Central Zone",Municipal Corporation,New,2025-04-13,Drainage,High,0.9,nan,Assigned to Municipal Corporation team.
SYN-0185EDC7,"Street Lighting Issue at Sector 18, Heritage Colony - 883","Street lights not working for 11 nights in Sector 18, Heritage Colony.",Street Lighting,Low,"Sector 18, Heritage Colony",Electricity Board,In Progress,2025-05-05,Street Lighting,Low,0.9,nan,Assigned to Electricity Board team.
SYN-95C74DDB,"Waste Management Issue at Sector 16, Heritage Colony - 161","Open garbage bin overflowing and spreading disease in Sector 16, Heritage Colony.",Waste Management,Low,"Sector 16, Heritage Colony",Sanitation Department,Escalated,2025-03-15,Waste Management,Low,0.9,nan,Assigned to Sanitation Department team.
SYN-113674D2,"Electricity Issue at Ward 9, Central Zone - 963","Frequent power cuts without notice in Ward 9, Central Zone.",Electricity,High,"Ward 9, Central Zone",Urban Development Authority,In Progress,2025-10-22,Electricity,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-1EF4D2D0,"Sanitation Issue at Garden City, Phase 1 - 743","Public toilets in Garden City, Phase 1 are extremely dirty and unusable.",Sanitation,High,"Garden City, Phase 1",Health & Family Welfare,In Progress,2025-06-19,Sanitation,High,0.9,nan,Assigned to Health & Family Welfare team.
SYN-FBB748EA,"Street Lighting Issue at Sector 12, Heritage Colony - 712","Dark spots on the road due to non-functional lights in Sector 12, Heritage Colony.",Street Lighting,Low,"Sector 12, Heritage Colony",Electricity Board,Escalated,2025-09-29,Street Lighting,Low,0.9,evidence_574.jpg,Assigned to Electricity Board team.
SYN-2C2AB048,"Waste Management Issue at Sector 12, Heritage Colony - 602","Biomedical waste found dumped in the residential area of Sector 12, Heritage Colony.",Waste Management,Medium,"Sector 12, Heritage Colony",Sanitation Department,New,2025-06-21,Waste Management,Medium,0.9,nan,Assigned to Sanitation Department team.
SYN-E5A42DAC,"Sanitation Issue at Sector 14, Heritage Colony - 946","Drainage blockage causing water logging in Sector 14, Heritage Colony.",Sanitation,Urgent,"Sector 14, Heritage Colony",Municipal Corporation,In Progress,2025-12-23,Sanitation,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-A792BB34,"Water Supply Issue at Sector 11, Heritage Colony - 756","Contaminated water with foul smell reported at Sector 11, Heritage Colony.",Water Supply,Urgent,"Sector 11, Heritage Colony",Public Works Department (PWD),Resolved,2025-12-21,Water Supply,Urgent,0.9,evidence_577.jpg,Assigned to Public Works Department (PWD) team.
SYN-CFFF5174,"Electricity Issue at Ward 3, Central Zone - 287","High voltage fluctuations causing damage to appliances in Ward 3, Central Zone.",Electricity,Medium,"Ward 3, Central Zone",Urban Development Authority,In Progress,2026-02-21,Electricity,Medium,0.9,evidence_578.jpg,Assigned to Urban Development Authority team.
SYN-FBBD4144,"Water Supply Issue at Ward 1, Central Zone - 615","Low pressure water being received at Ward 1, Central Zone.",Water Supply,Urgent,"Ward 1, Central Zone",Municipal Corporation,Escalated,2025-08-26,Water Supply,Urgent,0.9,nan,Assigned to Municipal Corporation team.
SYN-CF0EC1F5,"Public Safety Issue at Ward 9, Central Zone - 294","Lack of police patrolling observed during night in Ward 9, Central Zone.",Public Safety,Urgent,"Ward 9, Central Zone",Police Department,New,2025-05-14,Public Safety,Urgent,0.9,nan,Assigned to Police Department team.
SYN-1C664BD2,"Education Issue at Ward 7, Central Zone - 548","Shortage of teaching staff for 53 semesters in Ward 7, Central Zone.",Education,High,"Ward 7, Central Zone",Urban Development Authority,New,2025-03-18,Education,High,0.9,nan,Assigned to Urban Development Authority team.
SYN-3D94B820,"Water Supply Issue at Ward 10, Central Zone - 125","No water supply for the last 20 days in Ward 10, Central Zone.",Water Supply,Urgent,"Ward 10, Central Zone",Public Works Department (PWD),Escalated,2025-09-16,Water Supply,Urgent,0.9,nan,Assigned to Public Works Department (PWD) team.
SYN-AAAD1C43,"Street Lighting Issue at Ward 6, Central Zone - 909","Dark spots on the road due to non-functional lights in Ward 6, Central Zone.",Street Lighting,High,"Ward 6, Central Zone",Electricity Board,Resolved,2025-06-29,Street Lighting,High,0.9,nan,Assigned to Electricity Board team.
SYN-86020248,"Waste Management Issue at Sector 17, Heritage Colony - 405","Open garbage bin overflowing and spreading disease in Sector 17, Heritage Colony.",Waste Management,Medium,"Sector 17, Heritage Colony",Municipal Corporation,In Progress,2025-12-26,Waste Management,Medium,0.9,nan,Assigned to Municipal Corporation team.
SYN-F1F2F02C,"Education Issue at Ward 7, Central Zone - 784","School building in Ward 7, Central Zone needs urgent structural repairs.",Education,Urgent,"Ward 7, Central Zone",Urban Development Authority,Escalated,2025-07-27,Education,Urgent,0.9,nan,Assigned to Urban Development Authority team.
SYN-BDFA858E,"Water Supply Issue at Garden City, Phase 3 - 246","No water supply for the last 50 days in Garden City, Phase 3.",Water Supply,Medium,"Garden City, Phase 3",Municipal Corporation,New,2025-06-03,Water Supply,Medium,0.9,nan,Assigned to Municipal Corporation team.
